desc,municipio,aglomeracion_urbana,estado
Accesibilidad al espacio público abierto,39.3,41.17,Heroica Ciudad de Huajuapan de León
Áreas verdes per cápita,82.25,89.96,Heroica Ciudad de Huajuapan de León
EQUIDAD E INCLUSIÓN SOCIAL,62.95,63.7,Heroica Ciudad de Huajuapan de León
Equidad económica,42.38,43.63,Heroica Ciudad de Huajuapan de León
Coeﬁciente de Gini,48.95,52.03,Heroica Ciudad de Huajuapan de León
Tasa de pobreza,35.82,35.24,Heroica Ciudad de Huajuapan de León
Inclusión social,63.93,64.01,Heroica Ciudad de Huajuapan de León
Viviendas en barrios precarios,40.74,40.74,Heroica Ciudad de Huajuapan de León
Desempleo juvenil,87.12,87.28,Heroica Ciudad de Huajuapan de León
Inclusión de género,82.54,83.47,Heroica Ciudad de Huajuapan de León
Inscripción equitativa en educación a nivel secundario,82.54,83.47,Heroica Ciudad de Huajuapan de León
SOSTENIBILIDAD AMBIENTAL,52.26,52.15,Heroica Ciudad de Huajuapan de León
Calidad del aire,23.04,23.04,Heroica Ciudad de Huajuapan de León
Número de estaciones de monitoreo,,,Heroica Ciudad de Huajuapan de León
Concentraciones de material particulado,0.0,0.0,Heroica Ciudad de Huajuapan de León
Concentración de CO2,46.08,46.08,Heroica Ciudad de Huajuapan de León
Manejo de residuos,81.49,81.25,Heroica Ciudad de Huajuapan de León
Recolección de residuos sólidos,93.47,92.03,Heroica Ciudad de Huajuapan de León
Tratamiento de aguas residuales,69.51,70.48,Heroica Ciudad de Huajuapan de León
Energía,0.0,,Heroica Ciudad de Huajuapan de León
Proporción de generación de energía renovable,0.0,,Heroica Ciudad de Huajuapan de León
GOBERNANZA Y LEGISLACIÓN URBANA,21.13,21.48,Heroica Ciudad de Huajuapan de León
Participación y rendición de cuentas,45.96,47.01,Heroica Ciudad de Huajuapan de León
Participación electoral,45.96,47.01,Heroica Ciudad de Huajuapan de León
Capacidad institucional y ﬁnanzas municipales,17.42,17.42,Heroica Ciudad de Huajuapan de León
Recaudación de ingresos propios,0.0,0.0,Heroica Ciudad de Huajuapan de León
Deuda subnacional,0.0,0.0,Heroica Ciudad de Huajuapan de León
Eﬁciencia del gasto local,52.27,52.27,Heroica Ciudad de Huajuapan de León
Gobernanza de la urbanización,0.0,0.0,Heroica Ciudad de Huajuapan de León
Eﬁciencia en el uso de suelo,0.0,0.0,Heroica Ciudad de Huajuapan de León
PRODUCTIVIDAD,40.04,32.42,Heroica Ciudad de Juchitán de Zaragoza
Crecimiento económico,33.3,16.54,Heroica Ciudad de Juchitán de Zaragoza
Producto urbano per cápita,17.37,16.54,Heroica Ciudad de Juchitán de Zaragoza
Relación de dependencia de la tercera edad,49.23,47.33,Heroica Ciudad de Juchitán de Zaragoza
Aglomeración económica,54.55,47.33,Heroica Ciudad de Juchitán de Zaragoza
Densidad económica,54.55,53.96,Heroica Ciudad de Juchitán de Zaragoza
Empleo,32.27,33.39,Heroica Ciudad de Juchitán de Zaragoza
Tasa de desempleo,31.98,34.0,Heroica Ciudad de Juchitán de Zaragoza
Relación empleo-población,32.56,32.77,Heroica Ciudad de Juchitán de Zaragoza
INFRAESTRUCTURA DE DESARROLLO,69.27,59.0,Heroica Ciudad de Juchitán de Zaragoza
Infraestructura de vivienda,77.61,77.61,Heroica Ciudad de Juchitán de Zaragoza
Vivienda durable,93.08,93.6,Heroica Ciudad de Juchitán de Zaragoza
Acceso a agua mejorada,92.24,92.15,Heroica Ciudad de Juchitán de Zaragoza
Espacio habitable suﬁciente,100.0,100.0,Heroica Ciudad de Juchitán de Zaragoza
Densidad poblacional,25.13,24.67,Heroica Ciudad de Juchitán de Zaragoza
Infraestructura social,46.93,45.38,Heroica Ciudad de Juchitán de Zaragoza
Densidad de médicos,46.93,45.38,Heroica Ciudad de Juchitán de Zaragoza
Infraestructura de comunicaciones,37.65,38.37,Heroica Ciudad de Juchitán de Zaragoza
Acceso a Internet,21.2,22.63,Heroica Ciudad de Juchitán de Zaragoza
Velocidad de banda ancha promedio,54.1,54.1,Heroica Ciudad de Juchitán de Zaragoza
Movilidad urbana,99.93,50.0,Heroica Ciudad de Juchitán de Zaragoza
Longitud de transporte masivo,,0.0,Heroica Ciudad de Juchitán de Zaragoza
Fatalidades de tránsito,99.93,100.0,Heroica Ciudad de Juchitán de Zaragoza
Forma urbana,84.21,83.62,Heroica Ciudad de Juchitán de Zaragoza
Densidad de la interconexión vial,100.0,100.0,Heroica Ciudad de Juchitán de Zaragoza
Densidad vial,99.9,97.86,Heroica Ciudad de Juchitán de Zaragoza
Superﬁcie destinada a vías,52.74,53.01,Heroica Ciudad de Juchitán de Zaragoza
CALIDAD DE VIDA,68.08,69.48,Heroica Ciudad de Juchitán de Zaragoza
Salud,82.9,82.9,Heroica Ciudad de Juchitán de Zaragoza
Esperanza de vida al nacer,65.81,65.81,Heroica Ciudad de Juchitán de Zaragoza
Tasa de mortalidad de menores de 5 años,100.0,100.0,Heroica Ciudad de Juchitán de Zaragoza
Educación,64.24,67.76,Heroica Ciudad de Juchitán de Zaragoza
Tasa de alfabetización,85.48,85.84,Heroica Ciudad de Juchitán de Zaragoza
Promedio de años de escolaridad,43.0,49.68,Heroica Ciudad de Juchitán de Zaragoza
Seguridad y protección,43.52,44.22,Heroica Ciudad de Juchitán de Zaragoza
Tasa de homicidios,43.52,44.22,Heroica Ciudad de Juchitán de Zaragoza
Espacio público,81.65,83.03,Heroica Ciudad de Juchitán de Zaragoza
Accesibilidad al espacio público abierto,63.31,66.07,Heroica Ciudad de Juchitán de Zaragoza
Áreas verdes per cápita,100.0,100.0,Heroica Ciudad de Juchitán de Zaragoza
EQUIDAD E INCLUSIÓN SOCIAL,69.79,69.85,Heroica Ciudad de Juchitán de Zaragoza
Equidad económica,43.96,42.79,Heroica Ciudad de Juchitán de Zaragoza
Coeﬁciente de Gini,51.62,49.14,Heroica Ciudad de Juchitán de Zaragoza
Tasa de pobreza,36.31,36.45,Heroica Ciudad de Juchitán de Zaragoza
Inclusión social,70.53,71.52,Heroica Ciudad de Juchitán de Zaragoza
Viviendas en barrios precarios,71.03,73.18,Heroica Ciudad de Juchitán de Zaragoza
Desempleo juvenil,70.04,69.86,Heroica Ciudad de Juchitán de Zaragoza
Inclusión de género,94.87,95.24,Heroica Ciudad de Juchitán de Zaragoza
Inscripción equitativa en educación a nivel secundario,94.87,95.24,Heroica Ciudad de Juchitán de Zaragoza
SOSTENIBILIDAD AMBIENTAL,36.33,24.36,Heroica Ciudad de Juchitán de Zaragoza
Calidad del aire,23.04,23.04,Heroica Ciudad de Juchitán de Zaragoza
Número de estaciones de monitoreo,,,Heroica Ciudad de Juchitán de Zaragoza
Concentraciones de material particulado,0.0,0.0,Heroica Ciudad de Juchitán de Zaragoza
Concentración de CO2,46.08,46.08,Heroica Ciudad de Juchitán de Zaragoza
Manejo de residuos,84.87,48.91,Heroica Ciudad de Juchitán de Zaragoza
Recolección de residuos sólidos,84.87,85.64,Heroica Ciudad de Juchitán de Zaragoza
Tratamiento de aguas residuales,0.0,12.19,Heroica Ciudad de Juchitán de Zaragoza
Energía,1.08,1.14,Heroica Ciudad de Juchitán de Zaragoza
Proporción de generación de energía renovable,1.08,1.14,Heroica Ciudad de Juchitán de Zaragoza
GOBERNANZA Y LEGISLACIÓN URBANA,20.66,21.2,Heroica Ciudad de Juchitán de Zaragoza
Participación y rendición de cuentas,55.74,57.81,Heroica Ciudad de Juchitán de Zaragoza
Participación electoral,55.74,57.81,Heroica Ciudad de Juchitán de Zaragoza
Capacidad institucional y ﬁnanzas municipales,6.23,5.81,Heroica Ciudad de Juchitán de Zaragoza
Recaudación de ingresos propios,0.0,0.0,Heroica Ciudad de Juchitán de Zaragoza
Deuda subnacional,12.47,11.61,Heroica Ciudad de Juchitán de Zaragoza
Eﬁciencia del gasto local,,,Heroica Ciudad de Juchitán de Zaragoza
Gobernanza de la urbanización,0.0,0.0,Heroica Ciudad de Juchitán de Zaragoza
Eﬁciencia en el uso de suelo,0.0,0.0,Heroica Ciudad de Juchitán de Zaragoza
PRODUCTIVIDAD,62.93,52.79,Salina Cruz
Crecimiento económico,60.17,55.66,Salina Cruz
Producto urbano per cápita,68.12,55.66,Salina Cruz
Relación de dependencia de la tercera edad,52.22,50.53,Salina Cruz
Aglomeración económica,76.18,50.53,Salina Cruz
Densidad económica,76.18,70.87,Salina Cruz
Empleo,52.45,52.17,Salina Cruz
Tasa de desempleo,66.49,67.64,Salina Cruz
Relación empleo-población,38.41,36.7,Salina Cruz
INFRAESTRUCTURA DE DESARROLLO,65.92,57.78,Salina Cruz
Infraestructura de vivienda,73.81,69.67,Salina Cruz
Vivienda durable,94.35,81.95,Salina Cruz
Acceso a agua mejorada,85.52,82.25,Salina Cruz
Espacio habitable suﬁciente,100.0,100.0,Salina Cruz
Densidad poblacional,15.38,14.46,Salina Cruz
Infraestructura social,66.11,58.58,Salina Cruz
Densidad de médicos,66.11,58.58,Salina Cruz
Infraestructura de comunicaciones,45.17,40.68,Salina Cruz
Acceso a Internet,36.25,27.25,Salina Cruz
Velocidad de banda ancha promedio,54.1,54.1,Salina Cruz
Movilidad urbana,80.91,43.88,Salina Cruz
Longitud de transporte masivo,,0.0,Salina Cruz
Fatalidades de tránsito,80.91,87.76,Salina Cruz
Forma urbana,63.6,76.12,Salina Cruz
Densidad de la interconexión vial,100.0,100.0,Salina Cruz
Densidad vial,47.67,82.33,Salina Cruz
Superﬁcie destinada a vías,43.11,46.04,Salina Cruz
CALIDAD DE VIDA,64.25,63.85,Salina Cruz
Salud,61.35,63.18,Salina Cruz
Esperanza de vida al nacer,65.81,65.81,Salina Cruz
Tasa de mortalidad de menores de 5 años,56.88,60.56,Salina Cruz
Educación,72.02,64.77,Salina Cruz
Tasa de alfabetización,93.4,89.33,Salina Cruz
Promedio de años de escolaridad,50.64,40.21,Salina Cruz
Seguridad y protección,49.38,49.92,Salina Cruz
Tasa de homicidios,49.38,49.92,Salina Cruz
Espacio público,74.25,77.54,Salina Cruz
Accesibilidad al espacio público abierto,48.49,55.08,Salina Cruz
Áreas verdes per cápita,100.0,100.0,Salina Cruz
EQUIDAD E INCLUSIÓN SOCIAL,58.97,60.45,Salina Cruz
Equidad económica,48.75,45.46,Salina Cruz
Coeﬁciente de Gini,53.4,51.5,Salina Cruz
Tasa de pobreza,44.1,39.43,Salina Cruz
Inclusión social,38.73,46.72,Salina Cruz
Viviendas en barrios precarios,0.52,15.31,Salina Cruz
Desempleo juvenil,76.93,78.13,Salina Cruz
Inclusión de género,89.43,89.18,Salina Cruz
Inscripción equitativa en educación a nivel secundario,89.43,89.18,Salina Cruz
SOSTENIBILIDAD AMBIENTAL,56.28,54.21,Salina Cruz
Calidad del aire,23.04,23.04,Salina Cruz
Número de estaciones de monitoreo,,,Salina Cruz
Concentraciones de material particulado,0.0,0.0,Salina Cruz
Concentración de CO2,46.08,46.08,Salina Cruz
Manejo de residuos,89.52,85.38,Salina Cruz
Recolección de residuos sólidos,79.05,70.75,Salina Cruz
Tratamiento de aguas residuales,100.0,100.0,Salina Cruz
Energía,0.0,,Salina Cruz
Proporción de generación de energía renovable,0.0,,Salina Cruz
GOBERNANZA Y LEGISLACIÓN URBANA,38.51,40.52,Salina Cruz
Participación y rendición de cuentas,48.6,57.07,Salina Cruz
Participación electoral,48.6,57.07,Salina Cruz
Capacidad institucional y ﬁnanzas municipales,27.66,23.97,Salina Cruz
Recaudación de ingresos propios,1.64,0.0,Salina Cruz
Deuda subnacional,0.0,2.17,Salina Cruz
Eﬁciencia del gasto local,81.35,69.74,Salina Cruz
Gobernanza de la urbanización,39.27,40.53,Salina Cruz
Eﬁciencia en el uso de suelo,39.27,40.53,Salina Cruz
PRODUCTIVIDAD,62.09,55.0,Oaxaca de Juárez
Crecimiento económico,44.76,42.01,Oaxaca de Juárez
Producto urbano per cápita,37.33,25.57,Oaxaca de Juárez
Relación de dependencia de la tercera edad,52.18,58.45,Oaxaca de Juárez
Aglomeración económica,66.46,59.84,Oaxaca de Juárez
Densidad económica,66.46,59.84,Oaxaca de Juárez
Empleo,75.06,76.12,Oaxaca de Juárez
Tasa de desempleo,85.69,88.4,Oaxaca de Juárez
Relación empleo-población,64.43,63.84,Oaxaca de Juárez
INFRAESTRUCTURA DE DESARROLLO,63.37,58.56,Oaxaca de Juárez
Infraestructura de vivienda,74.57,69.41,Oaxaca de Juárez
Vivienda durable,76.19,73.98,Oaxaca de Juárez
Acceso a agua mejorada,75.89,63.7,Oaxaca de Juárez
Espacio habitable suﬁciente,100.0,100.0,Oaxaca de Juárez
Densidad poblacional,46.19,39.94,Oaxaca de Juárez
Infraestructura social,95.41,73.87,Oaxaca de Juárez
Densidad de médicos,95.41,73.87,Oaxaca de Juárez
Infraestructura de comunicaciones,36.72,38.68,Oaxaca de Juárez
Acceso a Internet,29.99,33.93,Oaxaca de Juárez
Velocidad de banda ancha promedio,43.44,43.44,Oaxaca de Juárez
Movilidad urbana,41.11,38.14,Oaxaca de Juárez
Longitud de transporte masivo,0.0,0.0,Oaxaca de Juárez
Fatalidades de tránsito,82.21,76.28,Oaxaca de Juárez
Forma urbana,69.02,72.68,Oaxaca de Juárez
Densidad de la interconexión vial,59.76,100.0,Oaxaca de Juárez
Densidad vial,83.52,70.62,Oaxaca de Juárez
Superﬁcie destinada a vías,63.79,47.41,Oaxaca de Juárez
CALIDAD DE VIDA,61.32,65.19,Oaxaca de Juárez
Salud,61.68,60.06,Oaxaca de Juárez
Esperanza de vida al nacer,62.81,62.81,Oaxaca de Juárez
Tasa de mortalidad de menores de 5 años,60.56,57.32,Oaxaca de Juárez
Educación,87.84,78.58,Oaxaca de Juárez
Tasa de alfabetización,94.89,94.13,Oaxaca de Juárez
Promedio de años de escolaridad,80.79,63.03,Oaxaca de Juárez
Seguridad y protección,63.58,76.09,Oaxaca de Juárez
Tasa de homicidios,63.58,76.09,Oaxaca de Juárez
Espacio público,32.17,46.03,Oaxaca de Juárez
Accesibilidad al espacio público abierto,58.45,86.43,Oaxaca de Juárez
Áreas verdes per cápita,5.9,5.63,Oaxaca de Juárez
EQUIDAD E INCLUSIÓN SOCIAL,59.54,58.23,Oaxaca de Juárez
Equidad económica,43.99,45.57,Oaxaca de Juárez
Coeﬁciente de Gini,40.22,50.7,Oaxaca de Juárez
Tasa de pobreza,47.76,40.43,Oaxaca de Juárez
Inclusión social,41.9,43.54,Oaxaca de Juárez
Viviendas en barrios precarios,0.0,0.0,Oaxaca de Juárez
Desempleo juvenil,83.81,87.08,Oaxaca de Juárez
Inclusión de género,92.73,85.59,Oaxaca de Juárez
Inscripción equitativa en educación a nivel secundario,92.73,85.59,Oaxaca de Juárez
SOSTENIBILIDAD AMBIENTAL,31.6,40.32,Oaxaca de Juárez
Calidad del aire,46.17,42.0,Oaxaca de Juárez
Número de estaciones de monitoreo,25.0,12.5,Oaxaca de Juárez
Concentraciones de material particulado,67.43,67.43,Oaxaca de Juárez
Concentración de CO2,46.08,46.08,Oaxaca de Juárez
Manejo de residuos,48.62,78.97,Oaxaca de Juárez
Recolección de residuos sólidos,92.73,89.32,Oaxaca de Juárez
Tratamiento de aguas residuales,4.52,68.63,Oaxaca de Juárez
Energía,0.0,0.0,Oaxaca de Juárez
Proporción de generación de energía renovable,0.0,0.0,Oaxaca de Juárez
GOBERNANZA Y LEGISLACIÓN URBANA,35.2,34.28,Oaxaca de Juárez
Participación y rendición de cuentas,42.17,44.91,Oaxaca de Juárez
Participación electoral,42.17,44.91,Oaxaca de Juárez
Capacidad institucional y ﬁnanzas municipales,42.35,36.85,Oaxaca de Juárez
Recaudación de ingresos propios,10.14,2.96,Oaxaca de Juárez
Deuda subnacional,27.91,16.65,Oaxaca de Juárez
Eﬁciencia del gasto local,89.0,90.94,Oaxaca de Juárez
Gobernanza de la urbanización,21.08,21.08,Oaxaca de Juárez
Eﬁciencia en el uso de suelo,21.08,21.08,Oaxaca de Juárez
PRODUCTIVIDAD,59.54,61.95,Amozoc
Crecimiento económico,48.27,52.58,Amozoc
Producto urbano per cápita,23.5,45.77,Amozoc
Relación de dependencia de la tercera edad,73.04,59.38,Amozoc
Aglomeración económica,61.84,73.44,Amozoc
Densidad económica,61.84,73.44,Amozoc
Empleo,68.51,69.23,Amozoc
Tasa de desempleo,83.51,81.54,Amozoc
Relación empleo-población,53.51,56.91,Amozoc
INFRAESTRUCTURA DE DESARROLLO,47.98,59.89,Amozoc
Infraestructura de vivienda,74.98,82.28,Amozoc
Vivienda durable,88.79,92.85,Amozoc
Acceso a agua mejorada,51.58,75.55,Amozoc
Espacio habitable suﬁciente,100.0,100.0,Amozoc
Densidad poblacional,59.54,60.71,Amozoc
Infraestructura social,22.57,64.3,Amozoc
Densidad de médicos,22.57,64.3,Amozoc
Infraestructura de comunicaciones,27.49,34.26,Amozoc
Acceso a Internet,11.54,25.08,Amozoc
Velocidad de banda ancha promedio,43.44,43.44,Amozoc
Movilidad urbana,50.0,54.2,Amozoc
Longitud de transporte masivo,0.0,18.09,Amozoc
Fatalidades de tránsito,100.0,90.32,Amozoc
Forma urbana,64.85,64.41,Amozoc
Densidad de la interconexión vial,94.17,95.12,Amozoc
Densidad vial,51.5,45.86,Amozoc
Superﬁcie destinada a vías,48.89,52.25,Amozoc
CALIDAD DE VIDA,58.64,65.05,Amozoc
Salud,55.46,61.32,Amozoc
Esperanza de vida al nacer,69.45,70.17,Amozoc
Tasa de mortalidad de menores de 5 años,41.46,52.46,Amozoc
Educación,75.18,78.6,Amozoc
Tasa de alfabetización,91.22,94.53,Amozoc
Promedio de años de escolaridad,59.14,62.66,Amozoc
Seguridad y protección,57.43,64.19,Amozoc
Tasa de homicidios,57.43,64.19,Amozoc
Espacio público,46.52,56.1,Amozoc
Accesibilidad al espacio público abierto,83.48,98.66,Amozoc
Áreas verdes per cápita,9.56,13.55,Amozoc
EQUIDAD E INCLUSIÓN SOCIAL,58.92,64.25,Amozoc
Equidad económica,43.71,47.46,Amozoc
Coeﬁciente de Gini,58.34,58.24,Amozoc
Tasa de pobreza,29.08,36.68,Amozoc
Inclusión social,41.09,54.96,Amozoc
Viviendas en barrios precarios,0.0,32.23,Amozoc
Desempleo juvenil,82.18,77.69,Amozoc
Inclusión de género,91.96,90.34,Amozoc
Inscripción equitativa en educación a nivel secundario,91.96,90.34,Amozoc
SOSTENIBILIDAD AMBIENTAL,37.34,58.04,Amozoc
Calidad del aire,73.04,82.03,Amozoc
Número de estaciones de monitoreo,,100.0,Amozoc
Concentraciones de material particulado,100.0,100.0,Amozoc
Concentración de CO2,46.08,46.08,Amozoc
Manejo de residuos,38.99,92.08,Amozoc
Recolección de residuos sólidos,77.98,84.17,Amozoc
Tratamiento de aguas residuales,0.0,100.0,Amozoc
Energía,0.0,0.0,Amozoc
Proporción de generación de energía renovable,0.0,0.0,Amozoc
GOBERNANZA Y LEGISLACIÓN URBANA,22.69,30.01,Amozoc
Participación y rendición de cuentas,56.73,47.79,Amozoc
Participación electoral,56.73,47.79,Amozoc
Capacidad institucional y ﬁnanzas municipales,11.33,42.23,Amozoc
Recaudación de ingresos propios,0.0,22.27,Amozoc
Deuda subnacional,0.0,14.61,Amozoc
Eﬁciencia del gasto local,34.0,89.81,Amozoc
Gobernanza de la urbanización,0.0,0.0,Amozoc
Eﬁciencia en el uso de suelo,0.0,0.0,Amozoc
PRODUCTIVIDAD,56.74,61.95,Coronango
Crecimiento económico,40.77,52.58,Coronango
Producto urbano per cápita,19.72,45.77,Coronango
Relación de dependencia de la tercera edad,61.81,59.38,Coronango
Aglomeración económica,62.81,73.44,Coronango
Densidad económica,62.81,73.44,Coronango
Empleo,66.65,69.23,Coronango
Tasa de desempleo,87.08,81.54,Coronango
Relación empleo-población,46.23,56.91,Coronango
INFRAESTRUCTURA DE DESARROLLO,38.22,59.89,Coronango
Infraestructura de vivienda,62.77,82.28,Coronango
Vivienda durable,72.69,92.85,Coronango
Acceso a agua mejorada,0.0,75.55,Coronango
Espacio habitable suﬁciente,100.0,100.0,Coronango
Densidad poblacional,78.39,60.71,Coronango
Infraestructura social,28.03,64.3,Coronango
Densidad de médicos,28.03,64.3,Coronango
Infraestructura de comunicaciones,26.34,34.26,Coronango
Acceso a Internet,9.24,25.08,Coronango
Velocidad de banda ancha promedio,43.44,43.44,Coronango
Movilidad urbana,47.19,54.2,Coronango
Longitud de transporte masivo,0.0,18.09,Coronango
Fatalidades de tránsito,94.38,90.32,Coronango
Forma urbana,26.78,64.41,Coronango
Densidad de la interconexión vial,44.43,95.12,Coronango
Densidad vial,4.15,45.86,Coronango
Superﬁcie destinada a vías,31.76,52.25,Coronango
CALIDAD DE VIDA,65.95,65.05,Coronango
Salud,59.96,61.32,Coronango
Esperanza de vida al nacer,69.45,70.17,Coronango
Tasa de mortalidad de menores de 5 años,50.47,52.46,Coronango
Educación,70.74,78.6,Coronango
Tasa de alfabetización,92.84,94.53,Coronango
Promedio de años de escolaridad,48.64,62.66,Coronango
Seguridad y protección,57.22,64.19,Coronango
Tasa de homicidios,57.22,64.19,Coronango
Espacio público,75.89,56.1,Coronango
Accesibilidad al espacio público abierto,100.0,98.66,Coronango
Áreas verdes per cápita,51.78,13.55,Coronango
EQUIDAD E INCLUSIÓN SOCIAL,57.72,64.25,Coronango
Equidad económica,33.25,47.46,Coronango
Coeﬁciente de Gini,53.26,58.24,Coronango
Tasa de pobreza,13.25,36.68,Coronango
Inclusión social,43.47,54.96,Coronango
Viviendas en barrios precarios,0.0,32.23,Coronango
Desempleo juvenil,86.94,77.69,Coronango
Inclusión de género,96.42,90.34,Coronango
Inscripción equitativa en educación a nivel secundario,96.42,90.34,Coronango
SOSTENIBILIDAD AMBIENTAL,33.13,58.04,Coronango
Calidad del aire,73.04,82.03,Coronango
Número de estaciones de monitoreo,,100.0,Coronango
Concentraciones de material particulado,100.0,100.0,Coronango
Concentración de CO2,46.08,46.08,Coronango
Manejo de residuos,26.35,92.08,Coronango
Recolección de residuos sólidos,52.7,84.17,Coronango
Tratamiento de aguas residuales,0.0,100.0,Coronango
Energía,0.0,0.0,Coronango
Proporción de generación de energía renovable,0.0,0.0,Coronango
GOBERNANZA Y LEGISLACIÓN URBANA,24.37,30.01,Coronango
Participación y rendición de cuentas,58.77,47.79,Coronango
Participación electoral,58.77,47.79,Coronango
Capacidad institucional y ﬁnanzas municipales,14.33,42.23,Coronango
Recaudación de ingresos propios,0.0,22.27,Coronango
Deuda subnacional,0.0,14.61,Coronango
Eﬁciencia del gasto local,43.0,89.81,Coronango
Gobernanza de la urbanización,0.0,0.0,Coronango
Eﬁciencia en el uso de suelo,0.0,0.0,Coronango
PRODUCTIVIDAD,63.24,57.1,Huejotzingo
Crecimiento económico,49.3,45.67,Huejotzingo
Producto urbano per cápita,39.66,33.66,Huejotzingo
Relación de dependencia de la tercera edad,58.94,57.68,Huejotzingo
Aglomeración económica,67.63,67.73,Huejotzingo
Densidad económica,67.63,67.73,Huejotzingo
Empleo,72.78,69.34,Huejotzingo
Tasa de desempleo,90.06,84.31,Huejotzingo
Relación empleo-población,55.49,54.37,Huejotzingo
INFRAESTRUCTURA DE DESARROLLO,58.15,57.55,Huejotzingo
Infraestructura de vivienda,75.56,82.97,Huejotzingo
Vivienda durable,80.99,83.72,Huejotzingo
Acceso a agua mejorada,85.45,90.97,Huejotzingo
Espacio habitable suﬁciente,100.0,100.0,Huejotzingo
Densidad poblacional,35.8,57.17,Huejotzingo
Infraestructura social,47.91,41.32,Huejotzingo
Densidad de médicos,47.91,41.32,Huejotzingo
Infraestructura de comunicaciones,26.28,27.35,Huejotzingo
Acceso a Internet,9.12,11.27,Huejotzingo
Velocidad de banda ancha promedio,43.44,43.44,Huejotzingo
Movilidad urbana,98.3,94.54,Huejotzingo
Longitud de transporte masivo,,,Huejotzingo
Fatalidades de tránsito,98.3,94.54,Huejotzingo
Forma urbana,42.7,41.57,Huejotzingo
Densidad de la interconexión vial,61.22,67.43,Huejotzingo
Densidad vial,20.23,20.15,Huejotzingo
Superﬁcie destinada a vías,46.65,37.11,Huejotzingo
CALIDAD DE VIDA,60.88,62.22,Huejotzingo
Salud,61.15,59.68,Huejotzingo
Esperanza de vida al nacer,69.45,69.94,Huejotzingo
Tasa de mortalidad de menores de 5 años,52.86,49.43,Huejotzingo
Educación,77.03,78.15,Huejotzingo
Tasa de alfabetización,93.35,93.95,Huejotzingo
Promedio de años de escolaridad,60.71,62.36,Huejotzingo
Seguridad y protección,54.83,58.01,Huejotzingo
Tasa de homicidios,54.83,58.01,Huejotzingo
Espacio público,50.51,53.01,Huejotzingo
Accesibilidad al espacio público abierto,100.0,100.0,Huejotzingo
Áreas verdes per cápita,1.01,6.03,Huejotzingo
EQUIDAD E INCLUSIÓN SOCIAL,69.71,72.0,Huejotzingo
Equidad económica,46.45,45.83,Huejotzingo
Coeﬁciente de Gini,62.24,59.38,Huejotzingo
Tasa de pobreza,30.67,32.28,Huejotzingo
Inclusión social,75.54,79.35,Huejotzingo
Viviendas en barrios precarios,63.02,77.62,Huejotzingo
Desempleo juvenil,88.07,81.08,Huejotzingo
Inclusión de género,87.13,90.82,Huejotzingo
Inscripción equitativa en educación a nivel secundario,87.13,90.82,Huejotzingo
SOSTENIBILIDAD AMBIENTAL,41.7,45.2,Huejotzingo
Calidad del aire,55.54,45.36,Huejotzingo
Número de estaciones de monitoreo,,25.0,Huejotzingo
Concentraciones de material particulado,65.0,65.0,Huejotzingo
Concentración de CO2,46.08,46.08,Huejotzingo
Manejo de residuos,69.57,90.25,Huejotzingo
Recolección de residuos sólidos,80.37,89.11,Huejotzingo
Tratamiento de aguas residuales,58.77,91.39,Huejotzingo
Energía,0.0,0.0,Huejotzingo
Proporción de generación de energía renovable,0.0,0.0,Huejotzingo
GOBERNANZA Y LEGISLACIÓN URBANA,30.8,31.0,Huejotzingo
Participación y rendición de cuentas,49.63,52.1,Huejotzingo
Participación electoral,49.63,52.1,Huejotzingo
Capacidad institucional y ﬁnanzas municipales,17.0,15.14,Huejotzingo
Recaudación de ingresos propios,0.0,0.0,Huejotzingo
Deuda subnacional,0.0,0.0,Huejotzingo
Eﬁciencia del gasto local,51.0,45.42,Huejotzingo
Gobernanza de la urbanización,25.76,25.76,Huejotzingo
Eﬁciencia en el uso de suelo,25.76,25.76,Huejotzingo
PRODUCTIVIDAD,62.03,61.95,Puebla
Crecimiento económico,47.6,52.58,Puebla
Producto urbano per cápita,37.54,45.77,Puebla
Relación de dependencia de la tercera edad,57.66,59.38,Puebla
Aglomeración económica,69.74,73.44,Puebla
Densidad económica,69.74,73.44,Puebla
Empleo,68.74,69.23,Puebla
Tasa de desempleo,79.28,81.54,Puebla
Relación empleo-población,58.19,56.91,Puebla
INFRAESTRUCTURA DE DESARROLLO,68.35,59.89,Puebla
Infraestructura de vivienda,86.76,82.28,Puebla
Vivienda durable,95.25,92.85,Puebla
Acceso a agua mejorada,88.5,75.55,Puebla
Espacio habitable suﬁciente,100.0,100.0,Puebla
Densidad poblacional,63.28,60.71,Puebla
Infraestructura social,74.74,64.3,Puebla
Densidad de médicos,74.74,64.3,Puebla
Infraestructura de comunicaciones,36.2,34.26,Puebla
Acceso a Internet,28.95,25.08,Puebla
Velocidad de banda ancha promedio,43.44,43.44,Puebla
Movilidad urbana,59.91,54.2,Puebla
Longitud de transporte masivo,26.04,18.09,Puebla
Fatalidades de tránsito,93.78,90.32,Puebla
Forma urbana,84.15,64.41,Puebla
Densidad de la interconexión vial,100.0,95.12,Puebla
Densidad vial,80.63,45.86,Puebla
Superﬁcie destinada a vías,71.83,52.25,Puebla
CALIDAD DE VIDA,66.83,65.05,Puebla
Salud,61.87,61.32,Puebla
Esperanza de vida al nacer,69.45,70.17,Puebla
